destination,people,origin
103031074,0,110041202
103041078,1,110041202
103041078,2,110041202
104021085,3,110041202
105031101,3,110041202
106021117,0,110041202
106021117,2,110041202
106041126,6,110041202
106041128,3,110041202
106041129,3,110041202
108021155,4,110041202
108041166,3,110041202
108051169,3,110041202
110011186,19,110041202
110011189,0,110041202
110011189,8,110041202
110021191,3,110041202
110021193,2,110041202
110021193,0,110041202
110031195,10,110041202
110031197,3,110041202
110031198,3,110041202
110041199,41,110041202
110041200,18,110041202
110041200,3,110041202
110041201,110,110041202
110041202,2564,110041202
110041203,3486,110041202
110041204,1953,110041202
110041205,254,110041202
111011214,4,110041202
111031224,6,110041202
111031225,4,110041202
111031229,6,110041202
112011236,4,110041202
113031271,0,110041202
113031271,0,110041202
113031271,1,110041202
113031271,1,110041202
115011291,3,110041202
116011308,2,110041202
116011308,0,110041202
116031314,3,110041202
117031329,3,110041202
117031334,3,110041202
117031337,3,110041202
121041417,9,110041202
123031446,5,110041202
124041466,3,110041202
125011472,3,110041202
125041488,3,110041202
126021497,0,110041202
126021497,0,110041202
126021497,2,110041202
127021518,1,110041202
127021518,1,110041202
199999599,334,110041202
101031015,3,110041203
101031015,0,110041203
103011058,3,110041203
103041078,0,110041203
103041078,2,110041203
105031099,3,110041203
106011113,4,110041203
106041126,3,110041203
106041128,8,110041203
108041163,6,110041203
110011186,12,110041203
110011189,0,110041203
110011189,2,110041203
110021190,5,110041203
110021191,4,110041203
110021192,0,110041203
110021192,0,110041203
110021192,2,110041203
110021192,0,110041203
110021192,0,110041203
110031197,3,110041203
110031198,6,110041203
110041199,23,110041203
110041200,8,110041203
110041200,1,110041203
110041201,53,110041203
110041202,858,110041203
110041203,3424,110041203
110041204,1128,110041203
110041205,226,110041203
111031231,3,110041203
111031234,3,110041203
113031270,3,110041203
113031271,0,110041203
113031271,0,110041203
113031271,0,110041203
113031271,1,110041203
117031331,4,110041203
117031337,7,110041203
118011339,3,110041203
120011386,3,110041203
121011402,3,110041203
121031412,6,110041203
124041466,3,110041203
125031479,4,110041203
125041488,3,110041203
125041490,4,110041203
125041491,2,110041203
125041491,0,110041203
126011495,2,110041203
126011495,0,110041203
199999599,165,110041203
106021117,0,110041204
106021117,3,110041204
106041126,3,110041204
110041199,4,110041204
110041201,20,110041204
110041202,374,110041204
110041203,581,110041204
110041204,716,110041204
110041205,87,110041204
111011209,3,110041204
111011209,0,110041204
113031267,3,110041204
116031318,3,110041204
199999599,77,110041204
102011043,4,110041205
103011058,3,110041205
103041077,6,110041205
105011093,3,110041205
105011095,1,110041205
105011095,0,110041205
105011095,0,110041205
105011095,0,110041205
105031099,5,110041205
106011112,5,110041205
106011113,7,110041205
106021117,0,110041205
106021117,5,110041205
106021118,4,110041205
106031119,3,110041205
106031122,4,110041205
106031124,3,110041205
106041126,14,110041205
106041128,7,110041205
106041129,3,110041205
107011131,4,110041205
107011134,4,110041205
108011151,3,110041205
109031185,1,110041205
109031185,2,110041205
110011186,30,110041205
110011187,2,110041205
110011187,3,110041205
110011187,0,110041205
110011188,0,110041205
110011188,0,110041205
110011188,6,110041205
110011189,1,110041205
110011189,23,110041205
110021191,6,110041205
110021193,11,110041205
110021193,1,110041205
110031195,4,110041205
110031196,0,110041205
110031196,3,110041205
110031197,3,110041205
110031198,9,110041205
110041199,50,110041205
110041200,38,110041205
110041200,6,110041205
110041201,83,110041205
110041202,812,110041205
110041203,2207,110041205
110041204,1144,110041205
110041205,2959,110041205
112021244,4,110041205
112031252,4,110041205
114021284,4,110041205
114021286,3,110041205
115041302,4,110041205
117031337,4,110041205
118011341,3,110041205
122031431,4,110041205
124041466,4,110041205
125011474,2,110041205
125011474,0,110041205
127031524,2,110041205
127031524,0,110041205
199999599,290,110041205
101011002,0,111011206
101011002,0,111011206
101011002,2,111011206
102011030,8,111011206
102011030,1,111011206
102011031,10,111011206
102011032,16,111011206
102011033,3,111011206
102011034,3,111011206
102011035,3,111011206
102011036,3,111011206
102011037,3,111011206
102011042,3,111011206
102021044,3,111011206
102021045,10,111011206
102021047,14,111011206
102021048,22,111011206
102021050,39,111011206
102021051,5,111011206
102021052,3,111011206
102021053,8,111011206
102021054,12,111011206
102021055,16,111011206
102021056,20,111011206
102021057,21,111011206
103021069,3,111011206
106011107,2,111011206
106011107,0,111011206
106011107,1,111011206
106011108,19,111011206
106011109,23,111011206
106011111,19,111011206
106011111,0,111011206
106011112,13,111011206
106011113,29,111011206
106021114,29,111011206
106021115,33,111011206
106021117,1,111011206
106021117,27,111011206
106021118,59,111011206
106031122,129,111011206
106031124,3,111011206
106031125,5,111011206
106031125,23,111011206
106041126,6,111011206
108051168,18,111011206
110011186,4,111011206
111011206,1646,111011206
111011207,47,111011206
111011208,669,111011206
111011209,407,111011206
111011209,12,111011206
111011210,134,111011206
111011211,105,111011206
111011212,126,111011206
111011213,54,111011206
111011214,328,111011206
111021215,54,111011206
111021217,70,111011206
111021218,75,111011206
111021219,84,111011206
111021220,9,111011206
111021221,49,111011206
111031222,36,111011206
111031222,192,111011206
111031223,38,111011206
111031223,77,111011206
111031224,389,111011206
111031225,272,111011206
111031226,1,111011206
111031226,17,111011206
111031227,239,111011206
111031228,84,111011206
111031229,493,111011206
111031230,130,111011206
111031231,154,111011206
111031232,1,111011206
111031232,18,111011206
111031233,30,111011206
111031233,101,111011206
111031234,132,111011206
111031235,162,111011206
112021248,3,111011206
114011277,3,111011206
115011292,3,111011206
116011303,4,111011206
116011307,2,111011206
116011307,0,111011206
116031317,3,111011206
116031318,4,111011206
117011322,3,111011206
117011325,1,111011206
117011325,0,111011206
117011325,1,111011206
117021326,4,111011206
117031332,1,111011206
117031332,1,111011206
117031333,3,111011206
117031334,3,111011206
117031335,3,111011206
117031337,16,111011206
118021351,3,111011206
118021352,3,111011206
119011355,3,111011206
119011355,0,111011206
119031371,0,111011206
119031371,2,111011206
120021389,3,111011206
121011398,7,111011206
121011400,6,111011206
121011401,0,111011206
121011401,0,111011206
121011401,3,111011206
121021405,3,111011206
121031408,2,111011206
121031408,0,111011206
121031409,3,111011206
121041414,3,111011206
121041417,7,111011206
122031430,4,111011206
122031432,3,111011206
123031448,4,111011206
125011472,3,111011206
125011473,4,111011206
126011495,2,111011206
126011495,1,111011206
126021500,5,111011206
126021501,3,111011206
199999499,336,111011206
102011030,3,111011207
102011030,0,111011207
102011032,8,111011207
102011036,3,111011207
102011040,4,111011207
102011042,6,111011207
102021044,4,111011207
102021045,14,111011207
102021046,3,111011207
102021047,4,111011207
102021048,3,111011207
102021050,12,111011207
102021054,3,111011207
102021055,7,111011207
102021056,7,111011207
102021057,6,111011207
103031074,2,111011207
103031074,0,111011207
103031074,0,111011207
106011107,1,111011207
106011107,0,111011207
106011107,1,111011207
106011108,6,111011207
106011109,6,111011207
106011111,3,111011207
106011111,0,111011207
106011112,3,111011207
106011113,4,111011207
106021114,7,111011207
106021115,3,111011207
106021117,0,111011207
106021117,2,111011207
106021118,5,111011207
106031121,3,111011207
106031122,35,111011207
106031123,4,111011207
106031125,1,111011207
106031125,6,111011207
108021156,0,111011207
108021156,2,111011207
108051168,3,111011207
108051170,0,111011207
108051170,3,111011207
111011206,299,111011207
111011207,236,111011207
111011208,215,111011207
111011209,99,111011207
111011209,3,111011207
111011210,34,111011207
111011211,22,111011207
111011212,109,111011207
111011213,10,111011207
111011214,84,111011207
111021215,18,111011207
111021217,13,111011207
111021218,22,111011207
111021219,27,111011207
111021220,7,111011207
111021221,14,111011207
111031222,8,111011207
111031222,43,111011207
111031223,10,111011207
111031223,20,111011207
111031224,90,111011207
111031225,70,111011207
111031226,0,111011207
111031226,3,111011207
111031227,43,111011207
111031228,17,111011207
111031229,126,111011207
111031230,58,111011207
111031231,38,111011207
111031232,0,111011207
111031232,2,111011207
111031233,9,111011207
111031233,31,111011207
111031234,26,111011207
111031235,41,111011207
112011237,4,111011207
117011322,3,111011207
117031331,4,111011207
117031332,2,111011207
117031332,3,111011207
117031337,3,111011207
119011355,3,111011207
119011355,0,111011207
120011384,4,111011207
120031390,3,111011207
120031397,0,111011207
120031397,0,111011207
120031397,2,111011207
121041417,3,111011207
126011495,2,111011207
126011495,0,111011207
127021521,4,111011207
199999499,125,111011207
101031016,4,111011208
102011030,2,111011208
102011030,0,111011208
102011031,4,111011208
102011032,13,111011208
102011036,3,111011208
102011037,3,111011208
102021045,5,111011208
102021046,3,111011208
102021047,4,111011208
102021048,16,111011208
102021050,15,111011208
102021053,6,111011208
102021054,6,111011208
102021055,10,111011208
102021056,21,111011208
102021057,7,111011208
103011058,3,111011208
103031071,5,111011208
106011107,9,111011208
106011107,0,111011208
106011107,6,111011208
106011108,30,111011208
106011109,32,111011208
106011110,3,111011208
106011111,22,111011208
106011111,0,111011208
106011112,12,111011208
106011113,31,111011208
106021114,49,111011208
106021115,49,111011208
106021116,4,111011208
106021117,3,111011208
106021117,49,111011208
106021118,77,111011208
106031119,3,111011208
106031121,13,111011208
106031122,213,111011208
106031123,4,111011208
106031124,3,111011208
106031125,14,111011208
106031125,61,111011208
106041126,5,111011208
106041127,5,111011208
107011130,3,111011208
107041144,3,111011208
108011151,3,111011208
108041163,4,111011208
108051167,4,111011208
108051168,7,111011208
110011187,1,111011208
110011187,1,111011208
110011187,0,111011208
110041200,3,111011208
110041200,0,111011208
110041203,3,111011208
111011206,419,111011208
111011207,17,111011208
111011208,2298,111011208
111011209,558,111011208
111011209,17,111011208
111011210,152,111011208
111011211,77,111011208
111011212,50,111011208
111011213,48,111011208
111011214,339,111011208
111021215,53,111011208
111021216,3,111011208
111021217,91,111011208
111021218,47,111011208
111021219,113,111011208
111021220,29,111011208
111021221,47,111011208
111031222,88,111011208
111031222,463,111011208
111031223,44,111011208
111031223,90,111011208
111031224,671,111011208
111031225,595,111011208
111031226,2,111011208
111031226,32,111011208
111031227,446,111011208
111031228,187,111011208
111031229,1110,111011208
111031230,216,111011208
111031231,299,111011208
111031232,3,111011208
111031232,36,111011208
111031233,51,111011208
111031233,170,111011208
111031234,258,111011208
111031235,318,111011208
113011256,3,111011208
116021311,3,111011208
116031317,3,111011208
117011321,4,111011208
117021326,3,111011208
117021328,2,111011208
117021328,0,111011208
117031333,3,111011208
117031334,3,111011208
117031335,5,111011208
117031336,3,111011208
117031337,36,111011208
118011341,3,111011208
118011345,1,111011208
118011345,1,111011208
119011353,4,111011208
119041378,1,111011208
119041378,1,111011208
120031391,0,111011208
120031391,3,111011208
121011398,8,111011208
121011401,0,111011208
121011401,0,111011208
121011401,3,111011208
121011402,3,111011208
121021405,4,111011208
121031407,3,111011208
121031409,4,111011208
121041416,4,111011208
121041417,8,111011208
122031428,3,111011208
122031431,3,111011208
125011473,5,111011208
125011474,2,111011208
125011474,0,111011208
125021476,1,111011208
125021476,1,111011208
125021476,3,111011208
125041492,0,111011208
125041492,6,111011208
126021500,13,111011208
126021501,3,111011208
127021521,3,111011208
127031523,4,111011208
128011530,5,111011208
199999499,454,111011208
102011030,3,111011209
102011030,0,111011209
102011031,3,111011209
102011032,7,111011209
102011033,2,111011209
102011035,2,111011209
102011036,4,111011209
102011041,2,111011209
102011041,0,111011209
102011042,4,111011209
102021045,6,111011209
102021048,3,111011209
102021049,3,111011209
102021050,7,111011209
102021051,9,111011209
102021053,3,111011209
102021054,4,111011209
102021055,8,111011209
102021056,19,111011209
102021057,21,111011209
103011058,2,111011209
103041076,2,111011209
103041076,0,111011209
106011107,3,111011209
106011107,0,111011209
106011107,2,111011209
106011108,43,111011209
106011109,37,111011209
106011110,5,111011209
106011111,52,111011209
106011111,0,111011209
106011112,15,111011209
106011113,49,111011209
106021114,72,111011209
106021115,86,111011209
106021116,2,111011209
106021117,4,111011209
106021117,64,111011209
106021118,118,111011209
106031121,11,111011209
106031122,266,111011209
106031123,4,111011209
106031124,6,111011209
106031125,13,111011209
106031125,58,111011209
106041126,10,111011209
106041128,2,111011209
107031143,2,111011209
108021158,2,111011209
108041162,2,111011209
108051167,3,111011209
108051168,2,111011209
108051169,2,111011209
110011186,2,111011209
110041201,2,111011209
111011206,222,111011209
111011207,8,111011209
111011208,607,111011209
111011209,1908,111011209
111011209,59,111011209
111011210,82,111011209
111011211,32,111011209
111011212,25,111011209
111011213,45,111011209
111011214,497,111011209
111021215,88,111011209
111021216,2,111011209
111021217,183,111011209
111021218,70,111011209
111021219,140,111011209
111021220,26,111011209
111021221,66,111011209
111031222,75,111011209
111031222,394,111011209
111031223,56,111011209
111031223,114,111011209
111031224,606,111011209
111031225,645,111011209
111031226,3,111011209
111031226,45,111011209
111031227,468,111011209
111031228,132,111011209
111031229,895,111011209
111031230,213,111011209
111031231,388,111011209
111031232,4,111011209
111031232,55,111011209
111031233,84,111011209
111031233,283,111011209
111031234,269,111011209
111031235,272,111011209
115011291,2,111011209
116011303,3,111011209
116011307,2,111011209
116011307,0,111011209
117011322,2,111011209
117011325,1,111011209
117011325,0,111011209
117011325,1,111011209
117021327,2,111011209
117031332,1,111011209
117031332,1,111011209
117031334,2,111011209
117031336,3,111011209
117031337,25,111011209
117031338,2,111011209
118011345,1,111011209
118011345,1,111011209
120011384,3,111011209
120021389,2,111011209
120031391,0,111011209
120031391,2,111011209
120031396,2,111011209
121011398,5,111011209
121011400,2,111011209
121021403,2,111011209
121021405,7,111011209
121021406,2,111011209
121031407,3,111011209
121041417,2,111011209
122031427,2,111011209
123031448,3,111011209
124041467,3,111011209
125011473,2,111011209
125011474,2,111011209
125011474,0,111011209
125031481,0,111011209
125031481,2,111011209
125031485,2,111011209
125041489,2,111011209
125041489,0,111011209
126021498,0,111011209
126021498,2,111011209
126021500,6,111011209
126021501,4,111011209
127031524,2,111011209
127031524,0,111011209
199999499,438,111011209
102011030,0,111011209
102011030,0,111011209
102011031,0,111011209
102011032,0,111011209
102011033,0,111011209
102011035,0,111011209
102011036,0,111011209
102011041,0,111011209
102011041,0,111011209
102011042,0,111011209
102021045,0,111011209
102021048,0,111011209
102021049,0,111011209
102021050,0,111011209
102021051,0,111011209
102021053,0,111011209
102021054,0,111011209
102021055,0,111011209
102021056,0,111011209
102021057,0,111011209
103011058,0,111011209
103041076,0,111011209
103041076,0,111011209
106011107,0,111011209
106011107,0,111011209
106011107,0,111011209
106011108,0,111011209
106011109,0,111011209
106011110,0,111011209
106011111,1,111011209
106011111,0,111011209
106011112,0,111011209
106011113,1,111011209
106021114,1,111011209
106021115,1,111011209
106021116,0,111011209
106021117,0,111011209
106021117,1,111011209
106021118,2,111011209
106031121,0,111011209
106031122,5,111011209
106031123,0,111011209
106031124,0,111011209
106031125,0,111011209
106031125,1,111011209
106041126,0,111011209
106041128,0,111011209
107031143,0,111011209
108021158,0,111011209
108041162,0,111011209
108051167,0,111011209
108051168,0,111011209
108051169,0,111011209
110011186,0,111011209
110041201,0,111011209
111011206,4,111011209
111011207,0,111011209
111011208,12,111011209
111011209,38,111011209
111011209,1,111011209
111011210,1,111011209
111011211,0,111011209
111011212,0,111011209
111011213,0,111011209
111011214,10,111011209
111021215,1,111011209
111021216,0,111011209
111021217,3,111011209
111021218,1,111011209
111021219,2,111011209
111021220,0,111011209
111021221,1,111011209
111031222,1,111011209
111031222,8,111011209
111031223,1,111011209
111031223,2,111011209
111031224,12,111011209
111031225,13,111011209
111031226,0,111011209
111031226,0,111011209
111031227,9,111011209
111031228,2,111011209
111031229,18,111011209
111031230,4,111011209
111031231,7,111011209
111031232,0,111011209
111031232,1,111011209
111031233,1,111011209
111031233,5,111011209
111031234,5,111011209
111031235,5,111011209
115011291,0,111011209
116011303,0,111011209
116011307,0,111011209
116011307,0,111011209
117011322,0,111011209
117011325,0,111011209
117011325,0,111011209
117011325,0,111011209
117021327,0,111011209
117031332,0,111011209
117031332,0,111011209
117031334,0,111011209
117031336,0,111011209
117031337,0,111011209
117031338,0,111011209
118011345,0,111011209
118011345,0,111011209
120011384,0,111011209
120021389,0,111011209
120031391,0,111011209
120031391,0,111011209
120031396,0,111011209
121011398,0,111011209
121011400,0,111011209
121021403,0,111011209
121021405,0,111011209
121021406,0,111011209
121031407,0,111011209
121041417,0,111011209
122031427,0,111011209
123031448,0,111011209
124041467,0,111011209
125011473,0,111011209
125011474,0,111011209
125011474,0,111011209
125031481,0,111011209
125031481,0,111011209
125031485,0,111011209
125041489,0,111011209
125041489,0,111011209
126021498,0,111011209
126021498,0,111011209
126021500,0,111011209
126021501,0,111011209
127031524,0,111011209
127031524,0,111011209
199999499,8,111011209
101011001,3,111011210
102021045,3,111011210
102021047,3,111011210
102021048,3,111011210
102021050,3,111011210
102021052,3,111011210
102021054,5,111011210
102021056,3,111011210
102021057,5,111011210
106011107,2,111011210
106011107,0,111011210
106011107,2,111011210
106011108,4,111011210
106011109,5,111011210
106011111,9,111011210
106011111,0,111011210
106011113,12,111011210
106021114,12,111011210
106021115,12,111011210
106021117,0,111011210
106021117,8,111011210
106021118,22,111011210
106031119,3,111011210
106031121,3,111011210
106031122,72,111011210
106031125,3,111011210
106031125,12,111011210
106041126,4,111011210
106041129,4,111011210
108041163,3,111011210
108051168,6,111011210
108051169,4,111011210
110041199,3,111011210
111011206,242,111011210
111011207,4,111011210
111011208,414,111011210
111011209,219,111011210
111011209,6,111011210
111011210,342,111011210
111011211,24,111011210
111011212,15,111011210
111011213,23,111011210
111011214,165,111011210
111021215,23,111011210
111021217,27,111011210
111021218,16,111011210
111021219,39,111011210
111021220,6,111011210
111021221,9,111011210
111031222,16,111011210
111031222,84,111011210
111031223,18,111011210
111031223,37,111011210
111031224,192,111011210
111031225,139,111011210
111031226,1,111011210
111031226,13,111011210
111031227,104,111011210
111031228,41,111011210
111031229,214,111011210
111031230,64,111011210
111031231,75,111011210
111031232,0,111011210
111031232,4,111011210
111031233,16,111011210
111031233,53,111011210
111031234,64,111011210
111031235,81,111011210
117031335,3,111011210
117031337,4,111011210
119011353,4,111011210
120011384,4,111011210
121011400,3,111011210
121041417,3,111011210
122031428,3,111011210
125031482,3,111011210
125041492,0,111011210
125041492,2,111011210
127021518,1,111011210
127021518,1,111011210
199999499,140,111011210
102011035,3,111011211
102021050,3,111011211
102021051,3,111011211
102021057,6,111011211
106011108,5,111011211
106011111,3,111011211
106011111,0,111011211
106011112,4,111011211
106011113,8,111011211
106021114,3,111011211
106021115,4,111011211
106021117,0,111011211
106021117,3,111011211
106021118,7,111011211
106031122,15,111011211
106031124,3,111011211
106031125,2,111011211
106031125,8,111011211
108051168,3,111011211
111011206,99,111011211
111011207,8,111011211
111011208,206,111011211
111011209,59,111011211
111011209,1,111011211
111011210,18,111011211
111011211,201,111011211
111011212,12,111011211
111011213,4,111011211
111011214,51,111011211
111021215,11,111011211
111021216,5,111011211
111021217,11,111011211
111021218,5,111011211
111021219,15,111011211
111021220,3,111011211
111021221,14,111011211
111031222,9,111011211
111031222,49,111011211
111031223,7,111011211
111031223,16,111011211
111031224,105,111011211
111031225,66,111011211
111031227,53,111011211
111031228,27,111011211
111031229,134,111011211
111031230,31,111011211
111031231,49,111011211
111031232,0,111011211
111031232,2,111011211
111031233,8,111011211
111031233,26,111011211
111031234,28,111011211
111031235,39,111011211
117011322,3,111011211
117031337,3,111011211
117031338,5,111011211
118011345,1,111011211
118011345,1,111011211
121021404,3,111011211
123031446,4,111011211
125031481,0,111011211
125031481,2,111011211
125031486,3,111011211
126011495,2,111011211
126011495,0,111011211
126021497,0,111011211
126021497,0,111011211
126021497,3,111011211
199999499,63,111011211
101031016,4,111011212
102011030,3,111011212
102011030,0,111011212
102011031,5,111011212
102011032,31,111011212
102011033,3,111011212
102011034,3,111011212
102011035,3,111011212
102011036,8,111011212
102011037,3,111011212
102011039,7,111011212
102011042,4,111011212
102011043,4,111011212
102021044,4,111011212
102021045,20,111011212
102021046,7,111011212
102021047,12,111011212
102021048,26,111011212
102021050,79,111011212
102021051,7,111011212
102021052,21,111011212
102021053,7,111011212
102021054,18,111011212
102021055,35,111011212
102021056,57,111011212
102021057,36,111011212
103031071,4,111011212
106011107,1,111011212
106011107,0,111011212
106011107,1,111011212
106011108,3,111011212
106011109,12,111011212
106011111,10,111011212
106011111,0,111011212
106011112,4,111011212
106011113,16,111011212
106021114,9,111011212
106021115,6,111011212
106021116,4,111011212
106021117,0,111011212
106021117,10,111011212
106021118,24,111011212
106031119,3,111011212
106031121,3,111011212
106031122,41,111011212
106031125,2,111011212
106031125,11,111011212
108051168,3,111011212
110041201,3,111011212
110041203,3,111011212
111011206,397,111011212
111011207,60,111011212
111011208,256,111011212
111011209,199,111011212
111011209,6,111011212
111011210,46,111011212
111011211,35,111011212
111011212,888,111011212
111011213,33,111011212
111011214,125,111011212
111021215,33,111011212
111021216,3,111011212
111021217,25,111011212
111021218,76,111011212
111021219,30,111011212
111021220,14,111011212
111021221,47,111011212
111031222,13,111011212
111031222,71,111011212
111031223,10,111011212
111031223,22,111011212
111031224,138,111011212
111031225,105,111011212
111031226,0,111011212
111031226,8,111011212
111031227,84,111011212
111031228,25,111011212
111031229,205,111011212
111031230,69,111011212
111031231,51,111011212
111031232,0,111011212
111031232,7,111011212
111031233,13,111011212
111031233,44,111011212
111031234,47,111011212
111031235,70,111011212
114021288,0,111011212
114021288,2,111011212
115011291,4,111011212
116021311,3,111011212
116021312,2,111011212
116021312,0,111011212
116031317,3,111011212
117011322,9,111011212
117011325,4,111011212
117011325,0,111011212
117011325,2,111011212
117031331,3,111011212
117031332,2,111011212
117031332,3,111011212
117031333,3,111011212
117031334,8,111011212
117031337,16,111011212
118011343,3,111011212
118011345,1,111011212
118011345,1,111011212
119011356,4,111011212
119011359,3,111011212
119031374,3,111011212
120011385,3,111011212
121011398,6,111011212
121011402,3,111011212
121021405,4,111011212
121041413,6,111011212
121041417,4,111011212
122031427,3,111011212
124031459,5,111011212
124031462,3,111011212
124031464,4,111011212
125011473,3,111011212
125021477,3,111011212
125041488,3,111011212
125041492,0,111011212
125041492,8,111011212
126021500,8,111011212
126021502,4,111011212
126021503,3,111011212
127021521,3,111011212
127031524,2,111011212
127031524,0,111011212
199999499,222,111011212
101041018,3,111011213
102011031,3,111011213
102011032,7,111011213
102011040,5,111011213
102011042,5,111011213
102021045,4,111011213
102021046,3,111011213
102021047,3,111011213
102021048,3,111011213
102021050,26,111011213
102021052,8,111011213
102021053,6,111011213
102021055,22,111011213
102021056,12,111011213
102021057,12,111011213
106011107,3,111011213
106011107,0,111011213
106011107,2,111011213
106011108,19,111011213
106011109,26,111011213
106011110,4,111011213
106011111,23,111011213
106011111,0,111011213
106011112,8,111011213
106011113,24,111011213
106021114,39,111011213
106021115,37,111011213
106021116,3,111011213
106021117,1,111011213
106021117,27,111011213
106021118,40,111011213
106031121,3,111011213
106031122,110,111011213
106031123,3,111011213
106031124,3,111011213
106031125,5,111011213
106031125,21,111011213
106041126,5,111011213
107041147,4,111011213
108011151,3,111011213
108041164,3,111011213
108051168,3,111011213
110031196,0,111011213
110031196,2,111011213
111011206,410,111011213
111011207,18,111011213
111011208,489,111011213
111011209,360,111011213
111011209,11,111011213
111011210,124,111011213
111011211,36,111011213
111011212,54,111011213
111011213,634,111011213
111011214,488,111011213
111021215,42,111011213
111021217,43,111011213
111021218,45,111011213
111021219,88,111011213
111021220,24,111011213
111021221,47,111011213
111031222,27,111011213
111031222,146,111011213
111031223,26,111011213
111031223,52,111011213
111031224,308,111011213
111031225,252,111011213
111031226,1,111011213
111031226,23,111011213
111031227,182,111011213
111031228,62,111011213
111031229,459,111011213
111031230,98,111011213
111031231,169,111011213
111031232,0,111011213
111031232,8,111011213
111031233,28,111011213
111031233,94,111011213
111031234,111,111011213
111031235,142,111011213
115011292,3,111011213
116011307,2,111011213
116011307,0,111011213
116031314,3,111011213
117011322,3,111011213
117011325,3,111011213
117011325,0,111011213
117011325,2,111011213
117031329,4,111011213
117031332,1,111011213
117031332,2,111011213
117031334,6,111011213
117031337,12,111011213
119011356,4,111011213
120021389,3,111011213
120031391,0,111011213
120031391,2,111011213
121011398,6,111011213
121011400,3,111011213
121011401,0,111011213
121011401,0,111011213
121011401,2,111011213
121021405,3,111011213
121021406,4,111011213
121031408,2,111011213
121031408,0,111011213
121031409,3,111011213
121041415,3,111011213
121041417,3,111011213
122031428,5,111011213
125011474,2,111011213
125011474,0,111011213
125031486,4,111011213
126021500,3,111011213
128021533,3,111011213
128021535,3,111011213
199999499,222,111011213
101021009,3,111011214
101031016,6,111011214
102011030,2,111011214
102011030,0,111011214
102011031,3,111011214
102011032,16,111011214
102011041,3,111011214
102011041,0,111011214
102021045,3,111011214
102021047,5,111011214
102021049,4,111011214
102021050,11,111011214
102021051,3,111011214
102021052,3,111011214
102021055,13,111011214
102021056,11,111011214
102021057,3,111011214
103031074,2,111011214
103031074,1,111011214
103031074,0,111011214
106011107,4,111011214
106011107,0,111011214
106011107,3,111011214
106011108,16,111011214
106011109,25,111011214
106011110,3,111011214
106011111,26,111011214
106011111,0,111011214
106011112,16,111011214
106011113,38,111011214
106021114,46,111011214
106021115,46,111011214
106021116,4,111011214
106021117,1,111011214
106021117,24,111011214
106021118,43,111011214
106031119,3,111011214
106031121,6,111011214
106031122,97,111011214
106031124,3,111011214
106031125,5,111011214
106031125,21,111011214
106041126,8,111011214
106041127,3,111011214
108011154,3,111011214
108041164,4,111011214
108051167,3,111011214
109031183,2,111011214
109031183,0,111011214
109031183,1,111011214
110041201,4,111011214
111011206,180,111011214
111011207,12,111011214
111011208,387,111011214
111011209,497,111011214
111011209,15,111011214
111011210,95,111011214
111011211,22,111011214
111011212,24,111011214
111011213,31,111011214
111011214,1145,111011214
111021215,84,111011214
111021216,6,111011214
111021217,84,111011214
111021218,53,111011214
111021219,138,111011214
111021220,20,111011214
111021221,41,111011214
111031222,28,111011214
111031222,149,111011214
111031223,31,111011214
111031223,64,111011214
111031224,288,111011214
111031225,266,111011214
111031226,0,111011214
111031226,9,111011214
111031227,222,111011214
111031228,53,111011214
111031229,422,111011214
111031230,93,111011214
111031231,154,111011214
111031232,1,111011214
111031232,14,111011214
111031233,31,111011214
111031233,104,111011214
111031234,119,111011214
111031235,112,111011214
115011291,3,111011214
115011292,7,111011214
116011306,4,111011214
116011307,4,111011214
116011307,0,111011214
116031317,3,111011214
117011322,6,111011214
117011325,1,111011214
117011325,0,111011214
117011325,1,111011214
117031337,23,111011214
118021351,4,111011214
119011360,4,111011214
120011383,3,111011214
120021387,4,111011214
120031392,3,111011214
120031396,5,111011214
121021405,6,111011214
121031407,3,111011214
121041413,3,111011214
121041417,4,111011214
122031428,3,111011214
123021443,3,111011214
124051470,4,111011214
125011472,3,111011214
125011474,3,111011214
125011474,0,111011214
125021477,4,111011214
125041492,0,111011214
125041492,5,111011214
126021500,11,111011214
127021521,3,111011214
199999499,246,111011214
101031015,3,111021215
101031015,0,111021215
102011030,2,111021215
102011030,0,111021215
102011032,6,111021215
102011039,3,111021215
102011042,3,111021215
102021045,3,111021215
102021047,3,111021215
102021050,15,111021215
102021051,3,111021215
102021054,3,111021215
102021055,16,111021215
102021056,5,111021215
102021057,11,111021215
103031073,3,111021215
103031074,2,111021215
103031074,0,111021215
103031074,0,111021215
105031102,3,111021215
106011107,6,111021215
106011107,0,111021215
106011107,4,111021215
106011108,9,111021215
106011109,16,111021215
106011111,19,111021215
106011111,0,111021215
106011112,4,111021215
106011113,11,111021215
106021114,24,111021215
106021115,22,111021215
106021117,1,111021215
106021117,18,111021215
106021118,13,111021215
106031119,3,111021215
106031122,78,111021215
106031125,2,111021215
106031125,8,111021215
106041129,3,111021215
108011151,3,111021215
111011206,59,111021215
111011207,4,111021215
111011208,121,111021215
111011209,298,111021215
111011209,9,111021215
111011210,17,111021215
111011211,8,111021215
111011212,4,111021215
111011213,15,111021215
111011214,217,111021215
111021215,417,111021215
111021216,4,111021215
111021217,61,111021215
111021218,53,111021215
