destination,people,origin
101011004,0,101011002
101011004,0,101011002
101011004,0,101011002
101011004,0,101011002
101011005,0,101011002
101011005,0,101011002
101011006,0,101011002
101011006,0,101011002
101011006,0,101011002
101021007,0,101011002
101021007,0,101011002
101021008,0,101011002
101021009,0,101011002
101021010,0,101011002
101021011,0,101011002
101021011,0,101011002
101021011,0,101011002
101021011,0,101011002
101021012,0,101011002
103011061,0,101011002
103041076,0,101011002
103041076,0,101011002
103041078,0,101011002
103041078,0,101011002
103041079,0,101011002
103041079,0,101011002
104021088,0,101011002
105021098,0,101011002
105021098,0,101011002
106011112,0,101011002
107011130,0,101011002
107011133,0,101011002
107011134,0,101011002
107041144,0,101011002
107041149,0,101011002
109011175,0,101011002
109011175,0,101011002
110031195,0,101011002
110041205,0,101011002
113031263,0,101011002
113031263,0,101011002
113031263,0,101011002
113031266,0,101011002
113031266,0,101011002
113031270,0,101011002
114011278,0,101011002
114021284,0,101011002
114021286,0,101011002
114021287,0,101011002
114021288,0,101011002
114021288,0,101011002
114021289,0,101011002
115021297,0,101011002
115021297,0,101011002
115021297,0,101011002
117011320,0,101011002
117011321,0,101011002
117011322,0,101011002
117021328,0,101011002
117021328,0,101011002
117031332,0,101011002
117031332,0,101011002
117031334,0,101011002
117031336,0,101011002
117031337,0,101011002
117031338,0,101011002
118011341,0,101011002
118011343,0,101011002
118011346,0,101011002
118021348,0,101011002
119011355,0,101011002
119011355,0,101011002
119011356,0,101011002
119011357,0,101011002
119011357,0,101011002
119031372,0,101011002
120011384,0,101011002
120021388,0,101011002
121011398,0,101011002
121011400,0,101011002
121021406,0,101011002
121041415,0,101011002
122031428,0,101011002
123011433,0,101011002
123011433,0,101011002
123011434,0,101011002
123011435,0,101011002
123021436,0,101011002
123021437,0,101011002
123021440,0,101011002
123021440,0,101011002
123021443,0,101011002
123031446,0,101011002
123031447,0,101011002
123031447,0,101011002
123031448,0,101011002
124051471,0,101011002
125011473,0,101011002
125031479,0,101011002
125041491,0,101011002
125041491,0,101011002
126021500,0,101011002
127011505,0,101011002
127021518,0,101011002
127021518,0,101011002
127021520,0,101011002
127021521,0,101011002
127031523,0,101011002
127031525,0,101011002
128011527,0,101011002
199999599,2,101011002
101011001,834,101011002
101011002,392,101011002
101011002,27,101011002
101011002,932,101011002
101011003,1,101011002
101011004,0,101011002
101011004,1,101011002
101011004,2,101011002
101011004,9,101011002
101011005,0,101011002
101011005,1,101011002
101011006,2,101011002
101011006,1,101011002
101011006,1,101011002
101021007,0,101011002
101021007,1,101011002
101021008,1,101011002
101021009,11,101011002
101021010,3,101011002
101021011,2,101011002
101021011,0,101011002
101021011,6,101011002
101021011,0,101011002
101021012,4,101011002
103011061,1,101011002
103041076,2,101011002
103041076,0,101011002
103041078,0,101011002
103041078,1,101011002
103041079,3,101011002
103041079,0,101011002
104021088,1,101011002
105021098,0,101011002
105021098,1,101011002
106011112,1,101011002
107011130,1,101011002
107011133,1,101011002
107011134,1,101011002
107041144,1,101011002
107041149,2,101011002
109011175,0,101011002
109011175,1,101011002
110031195,1,101011002
110041205,1,101011002
113031263,3,101011002
113031263,0,101011002
113031263,0,101011002
113031266,0,101011002
113031266,2,101011002
113031270,1,101011002
114011278,1,101011002
114021284,32,101011002
114021286,16,101011002
114021287,43,101011002
114021288,0,101011002
114021288,4,101011002
114021289,20,101011002
115021297,0,101011002
115021297,0,101011002
115021297,1,101011002
117011320,3,101011002
117011321,1,101011002
117011322,3,101011002
117021328,1,101011002
117021328,0,101011002
117031332,0,101011002
117031332,0,101011002
117031334,2,101011002
117031336,1,101011002
117031337,10,101011002
117031338,1,101011002
118011341,3,101011002
118011343,1,101011002
118011346,1,101011002
118021348,1,101011002
119011355,1,101011002
119011355,0,101011002
119011356,1,101011002
119011357,1,101011002
119011357,0,101011002
119031372,1,101011002
120011384,1,101011002
120021388,1,101011002
121011398,1,101011002
121011400,1,101011002
121021406,1,101011002
121041415,1,101011002
122031428,1,101011002
123011433,1,101011002
123011433,0,101011002
123011434,1,101011002
123011435,1,101011002
123021436,2,101011002
123021437,4,101011002
123021440,1,101011002
123021440,0,101011002
123021443,3,101011002
123031446,4,101011002
123031447,0,101011002
123031447,1,101011002
123031448,1,101011002
124051471,1,101011002
125011473,1,101011002
125031479,1,101011002
125041491,1,101011002
125041491,0,101011002
126021500,3,101011002
127011505,1,101011002
127021518,0,101011002
127021518,0,101011002
127021520,1,101011002
127021521,4,101011002
127031523,3,101011002
127031525,2,101011002
128011527,3,101011002
199999599,134,101011002
101011001,12,101011003
101011002,1,101011003
101011002,0,101011003
101011002,4,101011003
101011003,1595,101011003
101011004,5,101011003
101011004,8,101011003
101011004,18,101011003
101011004,62,101011003
101011005,0,101011003
101011005,2,101011003
101011006,4,101011003
101011006,2,101011003
101011006,4,101011003
101021008,3,101011003
101021009,14,101011003
101021010,14,101011003
101021011,1,101011003
101021011,0,101011003
101021011,3,101011003
101021011,0,101011003
101021012,15,101011003
103021064,0,101011003
103021064,2,101011003
105011093,3,101011003
105011095,1,101011003
105011095,0,101011003
105011095,0,101011003
105011095,0,101011003
107011130,3,101011003
107041149,3,101011003
109011174,6,101011003
111021220,3,101011003
113021262,2,101011003
113021262,0,101011003
117031333,3,101011003
123021440,3,101011003
123021440,0,101011003
127021517,6,101011003
199999599,140,101011003
101011001,0,101011004
101011002,0,101011004
101011002,0,101011004
101011002,0,101011004
101011003,9,101011004
101011004,1,101011004
101011004,2,101011004
101011004,5,101011004
101011004,20,101011004
101011005,0,101011004
101011005,0,101011004
101011006,0,101011004
101011006,0,101011004
101011006,0,101011004
101021008,0,101011004
101021009,0,101011004
101021010,0,101011004
101021011,0,101011004
101021011,0,101011004
101021011,0,101011004
101021011,0,101011004
101021012,0,101011004
103041077,0,101011004
103041079,0,101011004
103041079,0,101011004
109011174,0,101011004
113021262,0,101011004
113021262,0,101011004
113031263,0,101011004
113031263,0,101011004
113031263,0,101011004
113031264,0,101011004
113031266,0,101011004
113031266,0,101011004
113031270,0,101011004
114021287,0,101011004
115011291,0,101011004
116031318,0,101011004
117011322,0,101011004
117011325,0,101011004
117011325,0,101011004
117011325,0,101011004
117031333,0,101011004
117031337,0,101011004
118011345,0,101011004
118011345,0,101011004
121011401,0,101011004
121011401,0,101011004
121011401,0,101011004
123021438,0,101011004
123021438,0,101011004
123021443,0,101011004
125011473,0,101011004
125031483,0,101011004
127031523,0,101011004
199999599,6,101011004
101011001,1,101011004
101011002,0,101011004
101011002,0,101011004
101011002,0,101011004
101011003,14,101011004
101011004,2,101011004
101011004,4,101011004
101011004,8,101011004
101011004,30,101011004
101011005,0,101011004
101011005,0,101011004
101011006,0,101011004
101011006,0,101011004
101011006,0,101011004
101021008,0,101011004
101021009,1,101011004
101021010,0,101011004
101021011,0,101011004
101021011,0,101011004
101021011,0,101011004
101021011,0,101011004
101021012,0,101011004
103041077,0,101011004
103041079,0,101011004
103041079,0,101011004
109011174,0,101011004
113021262,0,101011004
113021262,0,101011004
113031263,0,101011004
113031263,0,101011004
113031263,0,101011004
113031264,0,101011004
113031266,0,101011004
113031266,0,101011004
113031270,0,101011004
114021287,0,101011004
115011291,0,101011004
116031318,0,101011004
117011322,0,101011004
117011325,0,101011004
117011325,0,101011004
117011325,0,101011004
117031333,0,101011004
117031337,0,101011004
118011345,0,101011004
118011345,0,101011004
121011401,0,101011004
121011401,0,101011004
121011401,0,101011004
123021438,0,101011004
123021438,0,101011004
123021443,0,101011004
125011473,0,101011004
125031483,0,101011004
127031523,0,101011004
199999599,9,101011004
101011001,4,101011004
101011002,0,101011004
101011002,0,101011004
101011002,0,101011004
101011003,51,101011004
101011004,10,101011004
101011004,15,101011004
101011004,31,101011004
101011004,110,101011004
101011005,0,101011004
101011005,0,101011004
101011006,3,101011004
101011006,2,101011004
101011006,3,101011004
101021008,0,101011004
101021009,4,101011004
101021010,3,101011004
101021011,0,101011004
101021011,0,101011004
101021011,1,101011004
101021011,0,101011004
101021012,2,101011004
103041077,0,101011004
103041079,0,101011004
103041079,0,101011004
109011174,0,101011004
113021262,0,101011004
113021262,0,101011004
113031263,0,101011004
113031263,0,101011004
113031263,0,101011004
113031264,2,101011004
113031266,0,101011004
113031266,0,101011004
113031270,0,101011004
114021287,0,101011004
115011291,0,101011004
116031318,0,101011004
117011322,0,101011004
117011325,0,101011004
117011325,0,101011004
117011325,0,101011004
117031333,0,101011004
117031337,0,101011004
118011345,0,101011004
118011345,0,101011004
121011401,0,101011004
121011401,0,101011004
121011401,0,101011004
123021438,0,101011004
123021438,0,101011004
123021443,0,101011004
125011473,0,101011004
125031483,0,101011004
127031523,0,101011004
199999599,34,101011004
101011001,36,101011004
101011002,3,101011004
101011002,0,101011004
101011002,7,101011004
101011003,392,101011004
101011004,76,101011004
101011004,114,101011004
101011004,242,101011004
101011004,842,101011004
101011005,2,101011004
101011005,6,101011004
101011006,26,101011004
101011006,15,101011004
101011006,26,101011004
101021008,5,101011004
101021009,36,101011004
101021010,25,101011004
101021011,4,101011004
101021011,1,101011004
101021011,10,101011004
101021011,0,101011004
101021012,22,101011004
103041077,3,101011004
103041079,3,101011004
103041079,0,101011004
109011174,2,101011004
113021262,2,101011004
113021262,0,101011004
113031263,3,101011004
113031263,0,101011004
113031263,0,101011004
113031264,17,101011004
113031266,0,101011004
113031266,2,101011004
113031270,2,101011004
114021287,2,101011004
115011291,2,101011004
116031318,3,101011004
117011322,5,101011004
117011325,1,101011004
117011325,0,101011004
117011325,0,101011004
117031333,2,101011004
117031337,5,101011004
118011345,1,101011004
118011345,1,101011004
121011401,0,101011004
121011401,0,101011004
121011401,2,101011004
123021438,0,101011004
123021438,2,101011004
123021443,2,101011004
125011473,2,101011004
125031483,2,101011004
127031523,2,101011004
199999599,261,101011004
101011001,0,101011005
101011003,0,101011005
101011004,0,101011005
101011004,0,101011005
101011004,0,101011005
101011004,0,101011005
101011005,8,101011005
101011005,26,101011005
101011006,0,101011005
101011006,0,101011005
101011006,0,101011005
101021009,0,101011005
103021063,0,101011005
103021065,0,101011005
103021065,0,101011005
103021065,0,101011005
103021065,0,101011005
103021066,0,101011005
103021069,0,101011005
103031071,0,101011005
103041077,0,101011005
103041079,0,101011005
103041079,0,101011005
105011093,0,101011005
105011095,0,101011005
105011095,0,101011005
105011095,0,101011005
105011095,0,101011005
105031101,0,101011005
105031102,0,101011005
106011112,0,101011005
106021114,0,101011005
107011132,0,101011005
109011176,0,101011005
111021216,0,101011005
112031251,0,101011005
113021261,0,101011005
113031263,0,101011005
113031263,0,101011005
113031263,0,101011005
113031264,0,101011005
113031265,0,101011005
113031266,0,101011005
113031266,0,101011005
113031268,0,101011005
113031269,0,101011005
113031270,0,101011005
114021287,0,101011005
116011303,0,101011005
117031337,0,101011005
120031395,0,101011005
121011401,0,101011005
121011401,0,101011005
121011401,0,101011005
127031526,0,101011005
128011527,0,101011005
128011531,0,101011005
199999599,1,101011005
101011001,2,101011005
101011003,2,101011005
101011004,0,101011005
101011004,0,101011005
101011004,0,101011005
101011004,1,101011005
101011005,834,101011005
101011005,2642,101011005
101011006,78,101011005
101011006,46,101011005
101011006,76,101011005
101021009,2,101011005
103021063,21,101011005
103021065,0,101011005
103021065,5,101011005
103021065,0,101011005
103021065,0,101011005
103021066,21,101011005
103021069,5,101011005
103031071,2,101011005
103041077,2,101011005
103041079,2,101011005
103041079,0,101011005
105011093,2,101011005
105011095,1,101011005
105011095,0,101011005
105011095,0,101011005
105011095,0,101011005
105031101,2,101011005
105031102,2,101011005
106011112,2,101011005
106021114,2,101011005
107011132,2,101011005
109011176,2,101011005
111021216,2,101011005
112031251,2,101011005
113021261,2,101011005
113031263,48,101011005
113031263,3,101011005
113031263,1,101011005
113031264,2,101011005
113031265,4,101011005
113031266,0,101011005
113031266,2,101011005
113031268,2,101011005
113031269,2,101011005
113031270,5,101011005
114021287,2,101011005
116011303,2,101011005
117031337,5,101011005
120031395,2,101011005
121011401,0,101011005
121011401,0,101011005
121011401,2,101011005
127031526,2,101011005
128011527,2,101011005
128011531,2,101011005
199999599,152,101011005
101011001,0,101011006
101011002,0,101011006
101011002,0,101011006
101011002,0,101011006
101011003,8,101011006
101011004,0,101011006
101011004,0,101011006
101011004,2,101011006
101011004,7,101011006
101011005,41,101011006
101011005,132,101011006
101011006,217,101011006
101011006,128,101011006
101011006,211,101011006
101041020,2,101011006
101041020,0,101011006
103021063,13,101011006
103021064,0,101011006
103021064,2,101011006
103021066,4,101011006
103021067,0,101011006
103021069,1,101011006
103031074,0,101011006
103031074,0,101011006
103031074,0,101011006
103041077,0,101011006
103041079,0,101011006
103041079,0,101011006
109011174,0,101011006
109011175,0,101011006
109011175,1,101011006
109031180,0,101011006
110011186,0,101011006
110011187,0,101011006
110011187,0,101011006
110011187,0,101011006
110041205,0,101011006
113021260,0,101011006
113021260,1,101011006
113031263,19,101011006
113031263,1,101011006
113031263,0,101011006
113031264,2,101011006
113031265,2,101011006
113031266,0,101011006
113031266,1,101011006
113031267,0,101011006
113031268,0,101011006
113031270,1,101011006
114011278,0,101011006
117011321,0,101011006
117031329,0,101011006
117031332,0,101011006
117031332,0,101011006
117031337,0,101011006
120021388,0,101011006
120031397,0,101011006
120031397,0,101011006
120031397,1,101011006
121041417,0,101011006
123011435,0,101011006
125011472,1,101011006
127021521,0,101011006
199999599,34,101011006
101011001,1,101011006
101011002,0,101011006
101011002,0,101011006
101011002,0,101011006
101011003,12,101011006
101011004,0,101011006
101011004,1,101011006
101011004,3,101011006
101011004,10,101011006
101011005,61,101011006
101011005,195,101011006
101011006,322,101011006
101011006,190,101011006
101011006,314,101011006
101041020,3,101011006
101041020,0,101011006
103021063,19,101011006
103021064,0,101011006
103021064,4,101011006
103021066,6,101011006
103021067,1,101011006
103021069,1,101011006
103031074,0,101011006
103031074,0,101011006
103031074,0,101011006
103041077,1,101011006
103041079,1,101011006
103041079,0,101011006
109011174,1,101011006
109011175,0,101011006
109011175,1,101011006
109031180,1,101011006
110011186,1,101011006
110011187,1,101011006
110011187,1,101011006
110011187,0,101011006
110041205,1,101011006
113021260,0,101011006
113021260,1,101011006
113031263,28,101011006
113031263,1,101011006
113031263,0,101011006
113031264,3,101011006
113031265,3,101011006
113031266,0,101011006
113031266,1,101011006
113031267,1,101011006
113031268,1,101011006
113031270,2,101011006
114011278,1,101011006
117011321,1,101011006
117031329,1,101011006
117031332,0,101011006
117031332,0,101011006
117031337,1,101011006
120021388,1,101011006
120031397,0,101011006
120031397,0,101011006
120031397,1,101011006
121041417,1,101011006
123011435,1,101011006
125011472,1,101011006
127021521,1,101011006
199999599,51,101011006
101011001,0,101011006
101011002,0,101011006
101011002,0,101011006
101011002,0,101011006
101011003,8,101011006
101011004,0,101011006
101011004,0,101011006
101011004,1,101011006
101011004,6,101011006
101011005,40,101011006
101011005,127,101011006
101011006,209,101011006
101011006,123,101011006
101011006,204,101011006
101041020,2,101011006
101041020,0,101011006
103021063,12,101011006
103021064,0,101011006
103021064,2,101011006
103021066,4,101011006
103021067,0,101011006
103021069,1,101011006
103031074,0,101011006
103031074,0,101011006
103031074,0,101011006
103041077,0,101011006
103041079,0,101011006
103041079,0,101011006
109011174,0,101011006
109011175,0,101011006
109011175,1,101011006
109031180,0,101011006
110011186,0,101011006
110011187,0,101011006
110011187,0,101011006
110011187,0,101011006
110041205,0,101011006
113021260,0,101011006
113021260,1,101011006
113031263,18,101011006
113031263,1,101011006
113031263,0,101011006
113031264,1,101011006
113031265,2,101011006
113031266,0,101011006
113031266,1,101011006
113031267,0,101011006
113031268,0,101011006
113031270,1,101011006
114011278,0,101011006
117011321,0,101011006
117031329,0,101011006
117031332,0,101011006
117031332,0,101011006
117031337,0,101011006
120021388,0,101011006
120031397,0,101011006
120031397,0,101011006
120031397,0,101011006
121041417,0,101011006
123011435,0,101011006
125011472,1,101011006
127021521,0,101011006
199999599,33,101011006
101011001,2,101021007
101011002,0,101021007
101011002,0,101021007
101011002,0,101021007
101021007,8,101021007
101021007,54,101021007
101021008,0,101021007
101021009,2,101021007
101021010,0,101021007
101021011,1,101021007
101021011,0,101021007
101021011,3,101021007
101021011,0,101021007
101021012,1,101021007
101031014,0,101021007
101031014,0,101021007
101041017,0,101021007
101041026,0,101021007
103011058,0,101021007
103031070,0,101021007
107041149,0,101021007
110021194,0,101021007
111021216,0,101021007
114011275,0,101021007
114011276,0,101021007
114011277,0,101021007
114011278,0,101021007
115011292,0,101021007
119011361,0,101021007
120031391,0,101021007
120031391,0,101021007
121041417,0,101021007
123011434,0,101021007
127011505,0,101021007
128011530,0,101021007
199999599,6,101021007
101011001,35,101021007
101011002,1,101021007
101011002,0,101021007
101011002,3,101021007
101021007,117,101021007
101021007,723,101021007
101021008,5,101021007
101021009,35,101021007
101021010,11,101021007
101021011,18,101021007
101021011,4,101021007
101021011,43,101021007
101021011,3,101021007
101021012,13,101021007
101031014,1,101021007
101031014,1,101021007
101041017,7,101021007
101041026,2,101021007
103011058,2,101021007
103031070,2,101021007
107041149,5,101021007
110021194,2,101021007
111021216,2,101021007
114011275,11,101021007
114011276,2,101021007
114011277,2,101021007
114011278,10,101021007
115011292,2,101021007
119011361,2,101021007
120031391,0,101021007
120031391,2,101021007
121041417,2,101021007
123011434,2,101021007
127011505,2,101021007
128011530,2,101021007
199999599,91,101021007
101011001,3,101021008
101011004,0,101021008
101011004,0,101021008
101011004,0,101021008
101011004,2,101021008
101021007,0,101021008
101021007,3,101021008
101021008,330,101021008
101021009,655,101021008
101021010,353,101021008
101021011,16,101021008
101021011,3,101021008
101021011,39,101021008
101021011,3,101021008
101021012,159,101021008
101031014,1,101021008
101031014,1,101021008
107011134,4,101021008
108051169,4,101021008
110011187,1,101021008
110011187,1,101021008
110011187,0,101021008
113021261,3,101021008
117011325,1,101021008
117011325,0,101021008
117011325,1,101021008
117031337,8,101021008
118021350,3,101021008
120021387,3,101021008
120031397,0,101021008
120031397,0,101021008
120031397,5,101021008
121011400,5,101021008
125021477,3,101021008
126021500,3,101021008
199999599,248,101021008
101011004,0,101021009
101011004,0,101021009
101011004,0,101021009
101011004,3,101021009
101021007,0,101021009
101021007,2,101021009
101021008,92,101021009
101021009,998,101021009
101021010,354,101021009
101021011,13,101021009
101021011,3,101021009
101021011,32,101021009
101021011,2,101021009
101021012,172,101021009
101031014,1,101021009
101031014,2,101021009
101031016,6,101021009
101041020,2,101021009
101041020,0,101021009
102021052,3,101021009
107031143,3,101021009
117011322,3,101021009
117031334,6,101021009
117031337,3,101021009
121011401,0,101021009
121011401,0,101021009
121011401,2,101021009
126021501,6,101021009
128011531,3,101021009
199999599,241,101021009
101011004,0,101021010
101011004,0,101021010
101011004,1,101021010
101011004,4,101021010
101021008,48,101021010
101021009,359,101021010
101021010,348,101021010
101021011,14,101021010
101021011,3,101021010
101021011,35,101021010
101021011,2,101021010
101021012,74,101021010
113031271,0,101021010
113031271,0,101021010
113031271,1,101021010
113031271,1,101021010
118011346,3,101021010
119011354,3,101021010
120031396,3,101021010
121041417,8,101021010
124011453,4,101021010
128011530,3,101021010
199999599,97,101021010
101011001,2,101021011
101011002,0,101021011
101011002,0,101021011
101011002,0,101021011
101011003,0,101021011
101011004,0,101021011
101011004,0,101021011
101011004,0,101021011
101011004,0,101021011
101011005,0,101021011
101011005,0,101021011
101021007,0,101021011
101021007,0,101021011
101021008,2,101021011
101021009,23,101021011
101021010,15,101021011
101021011,20,101021011
101021011,4,101021011
101021011,48,101021011
101021011,3,101021011
101021012,7,101021011
101031014,0,101021011
101031014,0,101021011
101031015,0,101021011
101031015,0,101021011
101031016,0,101021011
101041018,0,101021011
101041025,0,101021011
101041026,0,101021011
102021048,0,101021011
102021056,0,101021011
103021062,0,101021011
103021062,0,101021011
103021062,0,101021011
103021065,0,101021011
103021065,0,101021011
103021065,0,101021011
103021065,0,101021011
107031137,0,101021011
113021260,0,101021011
113021260,0,101021011
113031271,0,101021011
113031271,0,101021011
113031271,0,101021011
113031271,0,101021011
116031314,0,101021011
117011322,0,101021011
117031333,0,101021011
117031337,0,101021011
121011401,0,101021011
121011401,0,101021011
121011401,0,101021011
121041417,0,101021011
122021423,0,101021011
122031430,0,101021011
124011450,0,101021011
125011472,0,101021011
127021521,0,101021011
199999599,19,101021011
101011001,0,101021011
101011002,0,101021011
101011002,0,101021011
101011002,0,101021011
101011003,0,101021011
101011004,0,101021011
101011004,0,101021011
101011004,0,101021011
101011004,0,101021011
101011005,0,101021011
101011005,0,101021011
101021007,0,101021011
101021007,0,101021011
101021008,1,101021011
101021009,9,101021011
101021010,6,101021011
101021011,8,101021011
101021011,1,101021011
101021011,19,101021011
101021011,1,101021011
101021012,2,101021011
101031014,0,101021011
101031014,0,101021011
101031015,0,101021011
101031015,0,101021011
101031016,0,101021011
101041018,0,101021011
101041025,0,101021011
101041026,0,101021011
102021048,0,101021011
102021056,0,101021011
103021062,0,101021011
103021062,0,101021011
103021062,0,101021011
103021065,0,101021011
103021065,0,101021011
103021065,0,101021011
103021065,0,101021011
107031137,0,101021011
113021260,0,101021011
113021260,0,101021011
113031271,0,101021011
113031271,0,101021011
113031271,0,101021011
113031271,0,101021011
116031314,0,101021011
117011322,0,101021011
117031333,0,101021011
117031337,0,101021011
121011401,0,101021011
121011401,0,101021011
121011401,0,101021011
121041417,0,101021011
122021423,0,101021011
122031430,0,101021011
124011450,0,101021011
125011472,0,101021011
127021521,0,101021011
199999599,7,101021011
101011001,33,101021011
101011002,0,101021011
101011002,0,101021011
101011002,1,101021011
101011003,3,101021011
101011004,1,101021011
101011004,1,101021011
101011004,4,101021011
101011004,14,101021011
101011005,0,101021011
101011005,3,101021011
101021007,1,101021011
101021007,10,101021011
101021008,41,101021011
101021009,371,101021011
101021010,243,101021011
101021011,317,101021011
101021011,73,101021011
101021011,768,101021011
101021011,60,101021011
101021012,111,101021011
101031014,1,101021011
101031014,2,101021011
101031015,2,101021011
101031015,0,101021011
101031016,2,101021011
101041018,2,101021011
101041025,3,101021011
101041026,3,101021011
102021048,2,101021011
102021056,2,101021011
103021062,0,101021011
103021062,2,101021011
103021062,0,101021011
103021065,0,101021011
103021065,2,101021011
103021065,0,101021011
103021065,0,101021011
107031137,2,101021011
113021260,0,101021011
113021260,2,101021011
113031271,0,101021011
113031271,0,101021011
113031271,0,101021011
113031271,1,101021011
116031314,3,101021011
117011322,2,101021011
117031333,3,101021011
117031337,11,101021011
121011401,0,101021011
121011401,0,101021011
121011401,2,101021011
121041417,3,101021011
122021423,3,101021011
122031430,2,101021011
124011450,3,101021011
125011472,2,101021011
127021521,2,101021011
199999599,311,101021011
101011001,6,101021011
101011002,0,101021011
101011002,0,101021011
101011002,0,101021011
101011003,0,101021011
101011004,0,101021011
101011004,0,101021011
101011004,0,101021011
101011004,2,101021011
101011005,0,101021011
101011005,0,101021011
101021007,0,101021011
101021007,1,101021011
101021008,7,101021011
101021009,65,101021011
101021010,43,101021011
101021011,56,101021011
101021011,12,101021011
101021011,136,101021011
101021011,10,101021011
101021012,19,101021011
101031014,0,101021011
101031014,0,101021011
101031015,0,101021011
101031015,0,101021011
101031016,0,101021011
101041018,0,101021011
101041025,0,101021011
101041026,0,101021011
102021048,0,101021011
102021056,0,101021011
103021062,0,101021011
103021062,0,101021011
